,order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount_price,sale_price,profit,month,day,quarter
45,46,2022-05-27,First Class,Corporate,United States,Eagan,Minnesota,55122,Central,Office Supplies,Binders,OFF-BI-10003291,20,20,2,5,1.0,19.0,-1.0,May,Friday,2
46,47,2023-02-03,Second Class,Consumer,United States,Westland,Michigan,48185,Central,Office Supplies,Storage,OFF-ST-10001713,180,210,4,4,8.4,201.6,21.599999999999994,February,Friday,1
47,48,2022-02-16,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Accessories,TEC-AC-10002167,50,50,3,5,2.5,47.5,-2.5,February,Wednesday,1
48,49,2022-05-06,Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,TEC-PH-10003988,20,20,2,4,0.8,19.2,-0.8000000000000007,May,Friday,2
49,50,2023-06-18,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Binders,OFF-BI-10004410,30,40,6,4,1.6,38.4,8.399999999999999,June,Sunday,2
50,51,2022-01-11,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Office Supplies,Labels,OFF-LA-10002762,70,80,6,4,3.2,76.8,6.799999999999997,January,Tuesday,1
51,52,2023-09-09,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Furnishings,FUR-FU-10001706,10,10,2,4,0.4,9.6,-0.40000000000000036,September,Saturday,3
52,53,2022-01-31,Standard Class,Consumer,United States,New Albany,Indiana,47150,Central,Furniture,Chairs,FUR-CH-10003061,70,90,1,5,4.5,85.5,15.5,January,Monday,1
53,54,2023-07-30,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,OFF-FA-10000304,20,20,7,3,0.6,19.4,-0.6000000000000014,July,Sunday,3
54,55,2023-10-17,Standard Class,Corporate,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10002447,850,1030,5,4,41.2,988.8,138.79999999999995,October,Tuesday,4
55,56,2023-07-06,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Storage,OFF-ST-10000604,200,210,6,5,10.5,199.5,-0.5,July,Thursday,3
56,57,2023-09-15,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10001569,30,30,5,5,1.5,28.5,-1.5,September,Friday,3
57,58,2022-08-09,First Class,Consumer,United States,Troy,New York,12180,East,Furniture,Chairs,FUR-CH-10003968,290,320,5,2,6.4,313.6,23.600000000000023,August,Tuesday,3
58,59,2022-04-05,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Paper,OFF-PA-10000587,10,10,2,4,0.4,9.6,-0.40000000000000036,April,Tuesday,2
59,60,2023-06-24,First Class,Consumer,United States,Troy,New York,12180,East,Technology,Accessories,TEC-AC-10002167,20,30,2,5,1.5,28.5,8.5,June,Saturday,2
60,61,2022-03-10,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Binders,OFF-BI-10001460,40,50,4,2,1.0,49.0,9.0,March,Thursday,1
61,62,2023-04-08,First Class,Consumer,United States,Troy,New York,12180,East,Office Supplies,Art,OFF-AR-10001868,0,0,1,5,0.0,0.0,0.0,April,Saturday,2
62,63,2023-10-16,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10004633,10,10,2,3,0.3,9.7,-0.3000000000000007,October,Monday,4
63,64,2023-08-02,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10001078,20,30,6,2,0.6,29.4,9.399999999999999,August,Wednesday,3
64,65,2022-11-05,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10003892,130,150,3,5,7.5,142.5,12.5,November,Saturday,4
65,66,2022-05-06,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10000397,70,80,4,2,1.6,78.4,8.400000000000006,May,Friday,2
66,67,2022-03-26,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Furniture,Chairs,FUR-CH-10001146,180,210,5,5,10.5,199.5,19.5,March,Saturday,1
67,68,2022-04-10,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Art,OFF-AR-10002671,940,1110,8,3,33.3,1076.7,136.70000000000005,April,Sunday,2
68,69,2022-08-12,Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Technology,Phones,TEC-PH-10002726,160,170,4,3,5.1000000000000005,164.9,4.900000000000006,August,Friday,3
69,70,2022-02-25,First Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,OFF-PA-10000482,70,80,2,2,1.6,78.4,8.400000000000006,February,Friday,1
70,71,2022-11-29,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,OFF-BI-10004654,0,0,1,3,0.0,0.0,0.0,November,Tuesday,4
71,72,2022-12-18,Second Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Paper,OFF-PA-10004675,20,20,3,3,0.6,19.4,-0.6000000000000014,December,Sunday,4
72,73,2023-03-07,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Chairs,FUR-CH-10000513,790,830,8,2,16.6,813.4,23.399999999999977,March,Tuesday,1
73,74,2023-07-12,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10003708,90,100,2,3,3.0,97.0,7.0,July,Wednesday,3
74,75,2022-10-21,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,OFF-ST-10004123,60,70,1,2,1.4000000000000001,68.6,8.599999999999994,October,Friday,4
75,76,2023-04-17,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Binders,OFF-BI-10004182,0,0,3,4,0.0,0.0,0.0,April,Monday,2
76,77,2023-05-20,First Class,Corporate,United States,Houston,Texas,77041,Central,Furniture,Furnishings,FUR-FU-10000260,10,10,3,4,0.4,9.6,-0.40000000000000036,May,Saturday,2
77,78,2023-05-13,First Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Storage,OFF-ST-10000615,20,30,3,2,0.6,29.4,9.399999999999999,May,Saturday,2
78,79,2022-10-20,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Furnishings,FUR-FU-10003194,20,20,5,2,0.4,19.6,-0.3999999999999986,October,Thursday,4
79,80,2023-10-22,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Appliances,OFF-AP-10002118,190,210,1,3,6.3,203.7,13.699999999999989,October,Sunday,4
80,81,2022-07-20,First Class,Corporate,United States,Decatur,Alabama,35601,South,Office Supplies,Binders,OFF-BI-10002309,20,20,3,2,0.4,19.6,-0.3999999999999986,July,Wednesday,3
81,82,2022-11-16,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10002053,10,10,5,5,0.5,9.5,-0.5,November,Wednesday,4
82,83,2022-11-10,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10002370,20,20,1,4,0.8,19.2,-0.8000000000000007,November,Thursday,4
83,84,2022-03-15,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Envelopes,OFF-EN-10000927,180,200,7,3,6.0,194.0,14.0,March,Tuesday,1
84,85,2023-10-03,First Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,OFF-ST-10003656,210,230,3,2,4.6000000000000005,225.4,15.400000000000006,October,Tuesday,4
85,86,2022-03-20,Second Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,FUR-CH-10000863,260,300,2,5,15.0,285.0,25.0,March,Sunday,1
86,87,2023-12-04,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Technology,Accessories,TEC-AC-10001998,20,20,1,5,1.0,19.0,-1.0,December,Monday,4
87,88,2023-11-24,Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Labels,OFF-LA-10000134,10,10,2,5,0.5,9.5,-0.5,November,Friday,4
88,89,2023-12-30,Second Class,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Storage,OFF-ST-10003442,140,160,7,5,8.0,152.0,12.0,December,Saturday,4
89,90,2022-05-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10004930,20,20,3,2,0.4,19.6,-0.3999999999999986,May,Monday,2
90,91,2023-04-06,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Phones,TEC-PH-10004093,60,70,2,2,1.4000000000000001,68.6,8.599999999999994,April,Thursday,2
91,92,2022-03-23,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10000304,10,10,1,2,0.2,9.8,-0.1999999999999993,March,Wednesday,1
92,93,2023-04-07,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10003177,10,10,2,2,0.2,9.8,-0.1999999999999993,April,Friday,2
93,94,2022-05-13,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10003799,50,50,3,5,2.5,47.5,-2.5,May,Friday,2
94,95,2022-04-23,Second Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10002852,20,30,2,3,0.9,29.1,9.100000000000001,April,Saturday,2
95,96,2023-12-17,Standard Class,Home Office,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10004738,10,10,1,2,0.2,9.8,-0.1999999999999993,December,Sunday,4
96,97,2022-04-28,Second Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,FUR-FU-10000629,80,100,7,5,5.0,95.0,15.0,April,Thursday,2
97,98,2023-06-14,First Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,OFF-BI-10001721,40,50,3,4,2.0,48.0,8.0,June,Wednesday,2
98,99,2023-02-05,Standard Class,Corporate,United States,Saint Paul,Minnesota,55106,Central,Office Supplies,Appliances,OFF-AP-10000358,70,80,6,3,2.4,77.6,7.599999999999994,February,Sunday,1
99,100,2023-12-30,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,OFF-PA-10003256,60,60,7,3,1.8,58.2,-1.7999999999999972,December,Saturday,4
100,101,2022-02-24,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10001767,80,100,3,5,5.0,95.0,15.0,February,Thursday,1
101,102,2022-07-25,Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002609,0,0,3,3,0.0,0.0,0.0,July,Monday,3
102,103,2022-01-14,Second Class,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Paper,OFF-PA-10004040,20,20,4,4,0.8,19.2,-0.8000000000000007,January,Friday,1
103,104,2022-12-22,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Technology,Accessories,TEC-AC-10001552,220,240,6,3,7.2,232.8,12.800000000000011,December,Thursday,4
104,105,2022-06-09,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Furnishings,FUR-FU-10004006,90,100,3,5,5.0,95.0,5.0,June,Thursday,2
105,106,2023-10-28,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10002794,30,40,3,5,2.0,38.0,8.0,October,Saturday,4
106,107,2022-10-18,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,TEC-AC-10003499,60,70,8,5,3.5,66.5,6.5,October,Tuesday,4
107,108,2022-11-23,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10002844,30,30,1,3,0.9,29.1,-0.8999999999999986,November,Wednesday,4
108,109,2023-10-12,Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,OFF-AR-10000390,0,0,1,3,0.0,0.0,0.0,October,Thursday,4
109,110,2023-03-17,Standard Class,Home Office,United States,Orland Park,Illinois,60462,Central,Technology,Accessories,TEC-AC-10000844,290,340,5,2,6.8,333.2,43.19999999999999,March,Friday,1
110,111,2023-09-05,Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,FUR-FU-10001934,30,40,2,2,0.8,39.2,9.200000000000003,September,Tuesday,3
111,112,2022-01-28,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Art,OFF-AR-10000380,70,80,2,3,2.4,77.6,7.599999999999994,January,Friday,1
112,113,2022-12-26,Standard Class,Consumer,United States,Urbandale,Iowa,50322,Central,Office Supplies,Binders,OFF-BI-10003981,30,30,6,3,0.9,29.1,-0.8999999999999986,December,Monday,4
113,114,2023-06-06,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10000621,40,40,14,2,0.8,39.2,-0.7999999999999972,June,Tuesday,2
114,115,2023-11-08,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002600,0,0,2,4,0.0,0.0,0.0,November,Wednesday,4
115,116,2022-11-15,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10004965,20,20,3,4,0.8,19.2,-0.8000000000000007,November,Tuesday,4
116,117,2022-06-30,Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Envelopes,OFF-EN-10002504,120,130,6,5,6.5,123.5,3.5,June,Thursday,2
117,118,2023-10-27,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Tables,FUR-TA-10001768,720,790,3,4,31.6,758.4,38.39999999999998,October,Friday,4
119,120,2023-03-30,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Furnishings,FUR-FU-10002157,50,50,3,3,1.5,48.5,-1.5,March,Thursday,1
120,121,2022-03-03,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10003910,20,30,4,2,0.6,29.4,9.399999999999999,March,Thursday,1
121,122,2022-10-20,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Storage,OFF-ST-10000777,190,230,6,2,4.6000000000000005,225.4,35.400000000000006,October,Thursday,4
122,123,2023-01-23,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,OFF-EN-10002500,110,120,9,4,4.8,115.2,5.200000000000003,January,Monday,1
123,124,2023-01-21,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10003875,60,70,7,2,1.4000000000000001,68.6,8.599999999999994,January,Saturday,1
124,125,2023-07-18,Second Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Chairs,FUR-CH-10004063,550,600,3,3,18.0,582.0,32.0,July,Tuesday,3
125,126,2023-07-15,Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Furniture,Tables,FUR-TA-10004534,540,620,6,4,24.8,595.2,55.200000000000045,July,Saturday,3
126,127,2022-07-14,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,OFF-BI-10003274,0,0,2,4,0.0,0.0,0.0,July,Thursday,3
127,128,2023-03-30,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10002974,200,240,7,4,9.6,230.4,30.400000000000006,March,Thursday,1
128,129,2023-09-18,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Chairs,FUR-CH-10001146,70,80,2,2,1.6,78.4,8.400000000000006,September,Monday,3
129,130,2022-01-03,Second Class,Home Office,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10003773,220,240,3,4,9.6,230.4,10.400000000000006,January,Monday,1
130,131,2022-07-17,First Class,Corporate,United States,Columbus,Ohio,43229,East,Technology,Phones,TEC-PH-10002293,50,60,5,3,1.8,58.2,8.200000000000003,July,Sunday,3
131,132,2022-03-30,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002377,80,80,2,4,3.2,76.8,-3.200000000000003,March,Wednesday,1
132,133,2022-05-01,First Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10002780,20,20,9,5,1.0,19.0,-1.0,May,Sunday,2
133,134,2023-04-29,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001804,20,20,3,4,0.8,19.2,-0.8000000000000007,April,Saturday,2
134,135,2022-10-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Paper,OFF-PA-10001736,30,40,1,5,2.0,38.0,8.0,October,Friday,4
135,136,2022-03-05,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Art,OFF-AR-10001149,10,10,4,5,0.5,9.5,-0.5,March,Saturday,1
136,137,2022-03-28,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Fasteners,OFF-FA-10002988,0,0,2,5,0.0,0.0,0.0,March,Monday,1
137,138,2023-10-16,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Binders,OFF-BI-10004781,70,80,3,2,1.6,78.4,8.400000000000006,October,Monday,4
138,139,2022-05-15,Standard Class,Consumer,United States,Roseville,California,95661,West,Office Supplies,Supplies,OFF-SU-10001218,60,70,6,5,3.5,66.5,6.5,May,Sunday,2
139,140,2023-06-06,Standard Class,Consumer,United States,Roseville,California,95661,West,Furniture,Furnishings,FUR-FU-10001706,40,40,14,2,0.8,39.2,-0.7999999999999972,June,Tuesday,2
140,141,2022-06-10,Second Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10004848,60,80,2,2,1.6,78.4,18.400000000000006,June,Friday,2
141,142,2022-07-22,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Art,OFF-AR-10000940,10,10,3,3,0.3,9.7,-0.3000000000000007,July,Friday,3
142,143,2023-12-27,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Envelopes,OFF-EN-10004030,10,10,3,2,0.2,9.8,-0.1999999999999993,December,Wednesday,4
143,144,2023-11-29,Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Paper,OFF-PA-10004327,130,140,3,5,7.0,133.0,3.0,November,Wednesday,4
144,145,2022-03-19,Standard Class,Consumer,United States,Independence,Missouri,64055,Central,Office Supplies,Appliances,OFF-AP-10001058,780,840,3,2,16.8,823.2,43.200000000000045,March,Saturday,1
145,146,2023-06-04,Standard Class,Consumer,United States,Pasadena,California,91104,West,Office Supplies,Storage,OFF-ST-10003656,600,670,7,3,20.1,649.9,49.89999999999998,June,Sunday,2
146,147,2023-05-31,Standard Class,Home Office,United States,Newark,Ohio,43055,East,Furniture,Furnishings,FUR-FU-10000521,80,90,4,4,3.6,86.4,6.400000000000006,May,Wednesday,2
147,148,2022-06-12,Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Technology,Phones,TEC-PH-10000215,350,380,11,4,15.200000000000001,364.8,14.800000000000011,June,Sunday,2
